date,country,metric,point_forecast,lo_80,hi_80,lo_95,hi_95,population
2021-12-19,China: Jilin,active_cases,584.0774771422831,542.8083321738894,625.3466221106768,520.9617664791377,647.1931878054285,2.7462297e7
2021-12-20,China: Jilin,active_cases,584.1048232028576,532.6475401006891,635.5621063050261,505.4076998610643,662.8019465446508,2.7462297e7
2021-12-21,China: Jilin,active_cases,584.1267011595392,523.7547138569593,644.498688462119,491.7957142765552,676.4576880425232,2.7462297e7
2021-12-22,China: Jilin,active_cases,584.1442044115071,515.7008900866111,652.587518736403,479.4691880750834,688.8192207479308,2.7462297e7
2021-12-23,China: Jilin,active_cases,584.1582077224155,508.2696370218491,660.0467784229818,468.09665435985187,700.219761084979,2.7462297e7
2021-12-24,China: Jilin,active_cases,584.1694109386381,501.3323375010118,667.0064843762643,457.481039680278,710.8577821969982,2.7462297e7
2021-12-25,China: Jilin,active_cases,584.178373965636,494.8038430029916,673.5529049282803,447.4918242149021,720.8649237163697,2.7462297e7
2021-12-26,China: Jilin,active_cases,584.1855447504685,488.6233143640761,679.7477751368608,438.03572536332985,730.335364137607,2.7462297e7
2021-12-27,China: Jilin,active_cases,584.1912816689367,482.7448032087575,685.6377601291158,429.04228143664784,739.3402819012255,2.7462297e7
2021-12-28,China: Jilin,active_cases,584.1958714362046,477.1321601813529,691.2595826910563,420.45605498837244,747.9356878840367,2.7462297e7
2021-12-29,China: Jilin,active_cases,584.1995434360231,471.7560675658276,696.6430193062185,412.2320870126616,756.1669998593845,2.7462297e7
2021-12-30,China: Jilin,active_cases,584.2024811846887,466.5921988080893,701.8127635612882,404.33307610791076,764.0718862614667,2.7462297e7
2021-12-31,China: Jilin,active_cases,584.2048315026761,461.6200146241115,706.7896483812408,396.72753242784404,771.6821305775082,2.7462297e7
2022-01-01,China: Jilin,active_cases,584.2067118523146,456.8219384163592,711.59148528827,389.3885127054321,779.0249109991971,2.7462297e7
2022-01-02,China: Jilin,active_cases,584.208216208228,452.1827685009667,716.2336639154894,382.2927182243095,786.1237141921465,2.7462297e7
2022-01-03,China: Jilin,active_cases,584.2094197539242,447.6892444813999,720.7295950264485,375.4198291582963,792.999010349552,2.7462297e7
2022-01-04,China: Jilin,active_cases,584.2103826392557,443.32971781665935,725.0910474618521,368.75199875986107,799.6687665186504,2.7462297e7
2022-01-05,China: Jilin,active_cases,584.2111529865427,439.09389526619896,729.3284107068865,362.2734594016393,806.1488465714463,2.7462297e7
2022-01-06,China: Jilin,active_cases,584.2117692955914,434.97263490014393,733.4509036910388,355.97020932784307,812.4533292633396,2.7462297e7
2021-12-18,China: Liaoning,cases,788.0010998479597,784.6958134027171,791.3063862932023,782.9461004507947,793.0560992451248,4.3746323e7
2021-12-19,China: Liaoning,cases,788.0022576505561,781.6370432219647,794.3674720791474,778.2675022420898,797.7370130590224,4.3746323e7
2021-12-20,China: Liaoning,cases,788.0032386285412,778.1449850147002,797.8614922423823,772.9263407860581,803.0801364710244,4.3746323e7
2021-12-21,China: Liaoning,cases,788.0040697873334,774.453366134828,801.5547734398388,767.2800569281243,808.7280826465425,4.3746323e7
2021-12-22,China: Liaoning,cases,788.0047740079663,770.6791238424089,805.3304241735236,761.5074786620686,814.5020693538639,4.3746323e7
2021-12-23,China: Liaoning,cases,788.0053706769838,766.8920615691595,809.1186797848081,755.715350861658,820.2953904923097,4.3746323e7
